stock_code,period_key,rcept_no,rcept_dt,source_type,zip_path,document_member,table_index,keyword_score,keywords,preceding_text,table_text_sample,parsed_shape,parsed_sample_csv
000030,반기보고서_(2018.06),20180814002502,2018-08-14,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,937,6,당기순이익 | 매출액 | 부채총계 | 영업이익 | 자본총계 | 자산총계,"구 분 자산총계 13,990,326 부채총계 13,495,439 자본총계 494,887 매출액 1,950,780 영업이익 1,514,370 당기순이익 2,098,253 || (단위 : 백만원) || (단위 : 백만원) || (단위 : 백만원)","구    분 자산총계 13,990,326 부채총계 13,495,439 자본총계 494,887 매출액 1,950,780 영업이익 1,514,370 당기순이익 2,098,253","(6, 2)","구 분,Unnamed: 1
자산총계,
부채총계,
자본총계,
매출액,
영업이익,
당기순이익,
"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,164,5,당기순이익 | 당기순이익(손실) | 영업수익 | 영업이익 | 영업이익(손실),(단위 : 백만원) || (단위 : 백만원) || (단위 : 백만원) || (단위 : 백만원),"구  분 2018년 6월&cr;(제47기 반기) 2017년&cr;(제46기) 2016년&cr;(제45기) 영업수익 108,452 183,595 177,379 영업비용 91,452 160,341 156,015 영업이익(손실) 17,000 23,254 21,364 법인세비용 차감전순이익(손실) 16,864 22,995 20,525 당기순이익(손실) 16,178 21,742 23,876 총포괄이익(손실) 16,334 21,929 23,902","(6, 4)","구 분,2018년 6월&cr;(제47기 반기),2017년&cr;(제46기),2016년&cr;(제45기)
영업수익,108452,183595,177379
영업비용,91452,160341,156015
영업이익(손실),17000,23254,21364
법인세비용 차감전순이익(손실),16864,22995,20525
당기순이익(손실),16178,21742,23876
총포괄이익(손실),16334,21929,23902
"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,65,3,당기순이익 | 영업수익 | 영업이익,(단위 : 억원) || (단위 : 억원) || (단위 : 억원) || (단위 : 억원),"구분 2018년 6월&cr;(제185기 반기) 2017년 &cr;(제184기) 2016년 &cr;(제183기) 이자부문 이자수익 소    계 46,434 85,507 85,123 예치금이자 622 833 750 유가증권이자 3,132 5,997 7,622 대출채권이자 42,522 78,360 76,358 기타이자수익 158 317 393 이자비용 소   계 18,789 33,300 34,928 예수금이자 13,590 23,803 25,471 차입금이자 1,299 2,382 2,152 사채이자 3,469 6,387 6,193 기타이자비용 431 729 1,111 소    계 27,645 52,206 50,195 수수료 부문 수수료수익 10,086 19,259 17,872 수수료비용 5,092 9,964 9,260 소    계 4,993 9,294 8,613 신탁부문 신탁업무운용수익 993 1,418 782 중도해지수수료 50 16 0 신탁업무운용손실 11 23 24 소    계 1,032 1,410 759 기타 영업부문 기타 영업수익 소    계 57,244 131,052 132,205 유가증권관련수익 1,064 2,575 1,229 외환거래이익 8,474 33,911 47,918 충당금환입액 861 348 423 파생금융상품관련이익 43,876 88,569 75,718 기타영업잡수익 2,968 5,649 6,917 기타 영업비용 소    계 57,164 137,088 141,245 유가증권관련손실 341 614 1,134 외환거래손실 7,263 28,865 47,061 기금출연료 1,468 2,860 2,956 대손상각비 1,472 8,971 9,330 지급보증충당금전입액 1 49 43 파생금융상품관련손실 43,479 88,542 73,960 기타영업잡비용 3,139 7,186 6,761 소    계 80 △6,036 △9,040 부문별이익합계 33,751 56,875 50,527 판매비와관리비 15,673 35,308 34,785 영업이익 18,077 21,567 15,742 영업외수익 544 1,679 1,690 영업외비용 606 3,751 1,898 경상이익 18,015 19,495 15,534 법인세비용차감전 계속영업이익 18,015 19,495 15,534 계속영업법인세비용 4,852 4,194 2,759 중단영업이익 - - - 당기순이익 13,163 15,301 12,775","(44, 6)","0,1,2,3,4,5
구분,구분,구분,2018년 6월&cr;(제185기 반기),2017년 &cr;(제184기),2016년 &cr;(제183기)
이자부문,이자수익,소 계,46434,85507,85123
이자부문,이자수익,예치금이자,622,833,750
이자부문,이자수익,유가증권이자,3132,5997,7622
이자부문,이자수익,대출채권이자,42522,78360,76358
이자부문,이자수익,기타이자수익,158,317,393
이자부문,이자비용,소 계,18789,33300,34928
이자부문,이자비용,예수금이자,13590,23803,25471
"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,262,3,부채총계 | 자본총계 | 자산총계,(단위 : 억원) || (단위 : 억원) || (단위 : 억원) || (단위 : 억원),"구분 2018년 6월 2017년 2016년 자산총계 7,782 7,867 7,851 현금및현금성자산 139 221 134 지분증권 779 782 777 대출금 6,798 6,800 6,866 미수이자 67 63 74 부채총계 3.0 3.0 3.0 미지급보수 등 3.0 3.0 3.0 자본총계 7,780 7,864 7,847 자본금 7,755 7,800 7,773 이익잉여금 24 64 74","(11, 5)","0,1,2,3,4
구분,구분,2018년 6월,2017년,2016년
자산총계,자산총계,7782,7867,7851
,현금및현금성자산,139,221,134
,지분증권,779,782,777
,대출금,6798,6800,6866
,미수이자,67,63,74
부채총계,부채총계,3.0,3.0,3.0
,미지급보수 등,3.0,3.0,3.0
"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,265,3,부채총계 | 자본총계 | 자산총계,(단위:백만원) || (주식회사 우리은행과 종속기업) || (주식회사 우리은행과 종속기업) (단위:백만원) || (주식회사 우리은행과 종속기업) (단위:백만원),"과     목 2018년 반기말 2017년말 2016년말 제 185기 반기 제 184기 제 183기 Ⅰ. 자산 1. 현금및현금성자산 5,920,568 6,908,286 7,591,324 2. 당기손익-공정가치측정 금융자산 6,340,704 - - 3. 당기손익인식금융자산 - 5,843,077 5,650,724 4. 기타포괄손익-공정가치측정 금융자산 14,644,608 - - 5. 매도가능금융자산 - 15,352,950 20,817,583 6. 상각후원가측정 유가증권 17,702,129 - - 7. 만기보유금융자산 - 16,749,296 13,910,251 8. 상각후원가측정대출채권및기타금융자산 277,720,003 - - 9. 대여금및수취채권 - 267,106,204 258,392,633 10. 공동기업및관계기업투자자산 412,940 417,051 439,012 11. 투자부동산 381,177 371,301 358,497 12. 유형자산 2,450,754 2,477,545 2,458,025 13. 무형자산 653,514 518,599 483,739 14. 매각예정자산 18,705 48,624 2,342 15. 당기법인세자산 11,322 4,722 6,229 16. 이연법인세자산 89,711 280,130 232,007 17. 파생상품자산 12,395 59,272 140,577 18. 순확정급여자산 - - 70,938 19. 기타자산 202,800 158,404 128,846 자산총계 326,561,330 316,295,461 310,682,727 Ⅱ. 부채 1. 당기손익-공정가치측정 금융부채 2,578,332 - - 2. 당기손익인식금융부채 - 3,427,909 3,803,358 3. 예수부채 237,900,166 234,695,084 221,020,411 4. 차입부채 15,899,599 14,784,706 18,769,515 5. 발행사채 26,752,725 27,869,651 23,565,449 6. 충당부채 386,374 410,470 428,477 7. 순확정급여부채 99,859 43,264 64,666 8. 당기법인세부채 154,202 232,600 171,192 9. 이연법인세부채 14,777 22,681 22,023 10. 파생상품부채 67,505 67,754 7,221 11. 기타금융부채 21,408,267 13,892,461 21,985,086 12. 기타부채 302,913 283,981 299,376 부채총계 305,564,719 295,730,561 290,136,774 Ⅲ. 자본 1. 지배기업 소유주지분 20,790,188 20,365,892 20,386,160 (1) 자본금 3,381,392 3,381,392 3,381,392 (2) 신종자본증권 2,763,256 3,017,888 3,574,896 (3) 자본잉여금 285,885 285,880 286,331 (4) 기타자본 (2,113,798) (1,939,274) (1,468,025) (5) 이익잉여금 16,473,453 15,620,006 14,611,566 2. 비지배지분 206,423 199,008 159,793 자본총계 20,996,611 20,564,900 20,545,953 부채와자본총계 326,561,330 316,295,461 310,682,727 연결에 포함된 회사수 61개 53개 74개","(46, 4)","과 목,2018년 반기말,2017년말,2016년말
과 목,제 185기 반기,제 184기,제 183기
Ⅰ. 자산,,,
1. 현금및현금성자산,5920568,6908286,7591324
2. 당기손익-공정가치측정 금융자산,6340704,-,-
3. 당기손익인식금융자산,-,5843077,5650724
4. 기타포괄손익-공정가치측정 금융자산,14644608,-,-
5. 매도가능금융자산,-,15352950,20817583
6. 상각후원가측정 유가증권,17702129,-,-
7. 만기보유금융자산,-,16749296,13910251
"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,269,3,부채총계 | 자본총계 | 자산총계,(단위:백만원) || (주식회사 우리은행) || (주식회사 우리은행) (단위:백만원) || (주식회사 우리은행) (단위:백만원),"과     목 2018년 반기말 2017년말 2016년말 제185기 반기 제184기 제183기 Ⅰ. 자산 1. 현금및현금성자산 5,205,509 5,328,960 6,104,029 2. 당기손익-공정가치측정 금융자산 4,256,954 - - 3. 당기손익인식금융자산 - 4,133,724 4,076,872 4. 기타포괄손익-공정가치측정 금융자산 13,854,656 - - 5. 매도가능금융자산 - 14,186,704 18,105,862 6. 상각후원가측정 유가증권 17,568,356 - - 7. 만기보유금융자산 - 16,638,727 13,792,266 8. 상각후원가측정대출채권및기타금융자산 256,037,729 - - 9. 대여금및수취채권 - 248,810,624 241,508,048 10. 종속기업및관계기업투자자산 4,240,906 4,148,795 3,779,169 11. 투자부동산 360,075 350,235 348,393 12. 유형자산 2,351,035 2,374,590 2,342,280 13. 무형자산 400,008 303,325 242,230 14. 매각예정자산 15,425 46,183 2,342 15. 이연법인세자산 49,827 238,543 162,211 16. 파생상품자산 12,395 59,272 140,577 17. 순확정급여자산 - - 70,938 18. 기타자산 146,615 117,889 96,926 자산총계 304,499,490 296,737,571 290,772,143 Ⅱ. 부채 1. 당기손익-공정가치측정 금융부채 2,575,918 - - 2. 당기손익인식금융부채 - 3,416,978 3,793,479 3. 예수부채 226,726,810 224,384,156 211,382,380 4. 차입부채 13,994,109 13,662,984 16,060,821 5. 발행사채 20,091,374 21,707,466 18,166,057 6. 충당부채 325,699 368,027 380,473 7. 순확정급여부채 71,632 14,284 - 8. 당기법인세부채 133,625 212,376 148,672 9. 파생상품부채 34,540 12,103 7,221 10. 기타금융부채 20,224,875 13,029,421 20,827,284 11. 기타부채 143,143 135,686 153,238 부채총계 284,321,725 276,943,481 270,919,625 Ⅲ. 자본 1. 자본금 3,381,392 3,381,392 3,381,392 2. 신종자본증권 2,763,256 3,017,888 3,574,896 3. 자본잉여금 269,533 269,533 269,533 4. 기타자본 (327,438) (135,282) 138,542 5. 이익잉여금 14,091,022 13,260,559 12,488,155 자본총계 20,177,765 19,794,090 19,852,518 부채와자본총계 304,499,490 296,737,571 290,772,143 종속 관계 공동기업 투자주식의 평가방법 원가법 원가법 원가법","(42, 4)","과 목,2018년 반기말,2017년말,2016년말
과 목,제185기 반기,제184기,제183기
Ⅰ. 자산,,,
1. 현금및현금성자산,5205509,5328960,6104029
2. 당기손익-공정가치측정 금융자산,4256954,-,-
3. 당기손익인식금융자산,-,4133724,4076872
4. 기타포괄손익-공정가치측정 금융자산,13854656,-,-
5. 매도가능금융자산,-,14186704,18105862
6. 상각후원가측정 유가증권,17568356,-,-
7. 만기보유금융자산,-,16638727,13792266
"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,274,3,부채총계 | 자본총계 | 자산총계,(단위:백만원) || 주식회사 우리은행과 그 종속기업 || 주식회사 우리은행과 그 종속기업 (단위:백만원) || 주식회사 우리은행과 그 종속기업 (단위:백만원),"과     목 제185(당) 반기 제184(전)기 제183(전전)기 Ⅰ. 자산 1. 현금및현금성자산 5,920,568 6,908,286 7,591,324 2. 당기손익-공정가치측정 금융자산 6,340,704 - - 3. 당기손익인식금융자산 - 5,843,077 5,650,724 4. 기타포괄손익-공정가치측정 금융자산 14,644,608 - - 5. 매도가능금융자산 - 15,352,950 20,817,583 6. 상각후원가측정 유가증권 17,702,129 - - 7. 만기보유금융자산 - 16,749,296 13,910,251 8. 상각후원가측정대출채권및기타금융자산 277,720,003 - - 9. 대여금및수취채권 - 267,106,204 258,392,633 10. 공동기업및관계기업투자자산 412,940 417,051 439,012 11. 투자부동산 381,177 371,301 358,497 12. 유형자산 2,450,754 2,477,545 2,458,025 13. 무형자산 653,514 518,599 483,739 14. 매각예정자산 18,705 48,624 2,342 15. 당기법인세자산 11,322 4,722 6,229 16. 이연법인세자산 89,711 280,130 232,007 17. 파생상품자산 12,395 59,272 140,577 18. 순확정급여자산 - - 70,938 19. 기타자산 202,800 158,404 128,846 자산총계 326,561,330 316,295,461 310,682,727 Ⅱ. 부채 1. 당기손익-공정가치측정 금융부채 2,578,332 - - 2. 당기손익인식금융부채 - 3,427,909 3,803,358 3. 예수부채 237,900,166 234,695,084 221,020,411 4. 차입부채 15,899,599 14,784,706 18,769,515 5. 발행사채 26,752,725 27,869,651 23,565,449 6. 충당부채 386,374 410,470 428,477 7. 순확정급여부채 99,859 43,264 64,666 8. 당기법인세부채 154,202 232,600 171,192 9. 이연법인세부채 14,777 22,681 22,023 10. 파생상품부채 67,505 67,754 7,221 11. 기타금융부채 21,408,267 13,892,461 21,985,086 12. 기타부채 302,913 283,981 299,376 부채총계 305,564,719 295,730,561 290,136,774 Ⅲ. 자본 1. 지배기업 소유주지분 20,790,188 20,365,892 20,386,160 (1) 자본금 3,381,392 3,381,392 3,381,392 (2) 신종자본증권 2,763,256 3,017,888 3,574,896 (3) 자본잉여금 285,885 285,880 286,331 (4) 기타자본 (2,113,798) (1,939,274) (1,468,025) (5) 이익잉여금&cr;         (대 손 준비금 적립액) &cr;         (대손준비금 전입(환입)필요액)&cr;         (대손준비금 전입(환입)예정액) 16,473,453&cr;(2,578,457)&cr;224,914&cr;224,914 15,620,006 &cr;(2,438,191)&cr;(140,266)&cr;(140,266) 14,611,566 &cr;(2,255,252)&cr;(182,939)&cr;(182,939) 2. 비지배지분 206,423 199,008 159,793 자본총계 20,996,611 20,564,900 20,545,953 부채와자본총계 326,561,330 316,295,461 310,682,727","(45, 7)","과 목,제185(당) 반기,제185(당) 반기.1,제184(전)기,제184(전)기.1,제183(전전)기,제183(전전)기.1
Ⅰ. 자산,,,,,,
1. 현금및현금성자산,5920568,,6908286,,7591324,
2. 당기손익-공정가치측정 금융자산,6340704,,-,,-,
3. 당기손익인식금융자산,-,,5843077,,5650724,
4. 기타포괄손익-공정가치측정 금융자산,14644608,,-,,-,
5. 매도가능금융자산,-,,15352950,,20817583,
6. 상각후원가측정 유가증권,17702129,,-,,-,
7. 만기보유금융자산,-,,16749296,,13910251,
"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,553,3,부채총계 | 자본총계 | 자산총계,(단위:백만원) || 주식회사 우리은행 || 주식회사 우리은행 (단위:백만원) || 주식회사 우리은행 (단위:백만원),"과     목 제185(당) 반기 제184(전)기 제183(전전)기 Ⅰ. 자산 1. 현금및현금성자산 5,205,509 5,328,960 6,104,029 2. 당기손익-공정가치측정금융자산 4,256,954 3. 당기손익인식금융자산 4,133,724 4,076,872 4. 기타포괄손익-공정가치측정금융자산 13,854,656 5. 매도가능금융자산 - 14,186,704 18,105,862 6. 상각후원가측정 유가증권 17,568,356 7. 만기보유금융자산 16,638,727 13,792,266 8. 상각후원가측정대출채권및기타금융자산 256,037,729 9. 대여금및수취채권 248,810,624 241,508,048 10. 종속기업및관계기업투자자산 4,240,906 4,148,795 3,779,169 11. 투자부동산 360,075 350,235 348,393 12. 유형자산 2,351,035 2,374,590 2,342,280 13. 무형자산 400,008 303,325 242,230 14. 매각예정자산 15,425 46,183 2,342 15. 이연법인세자산 49,827 238,543 162,211 16. 파생상품자산 12,395 59,272 140,577 17. 순확정급여자산 - 70,938 18. 기타자산 146,615 117,889 96,926 자산총계 304,499,490 296,737,571 290,772,143 Ⅱ. 부채 1. 당기손익-공정가치측정 금융부채 2,575,918 2. 당기손익인식금융부채 - 3,416,978 3,793,479 3. 예수부채 226,726,810 224,384,156 211,382,380 4. 차입부채 13,994,109 13,662,984 16,060,821 5. 발행사채 20,091,374 21,707,466 18,166,057 6. 충당부채 325,699 368,027 380,473 7. 순확정급여부채 71,632 14,284 8. 당기법인세부채 133,625 212,376 148,672 9. 파생상품부채 34,540 12,103 7,221 10. 기타금융부채 20,224,875 13,029,421 20,827,284 11. 기타부채 143,143 135,686 153,238 부채총계 284,321,725 276,943,481 270,919,625 Ⅲ. 자본 1. 자본금 3,381,392 3,381,392 3,381,392 2. 신종자본증권 2,763,256 3,017,888 3,574,896 3. 자본잉여금 269,533 269,533 269,533 4. 기타자본 (327,438) (135,282) 138,542 5. 이익잉여금&cr; (대손준비금 적립액)&cr; (대손준비금 적립(환입)필요액)&cr; (대손준비금 적립(환입)예정액 ) 14,091,022&cr;(2,091,721)&cr;178,873&cr;178,873 13,260,559 &cr;(2,017,342)&cr;(74,379)&cr;(74,379) 12,488,155&cr;(1,880,447)&cr;(136,895)&cr;(136,895) 자본총계 20,177,765 19,794,090 19,852,518 부채와자본총계 304,499,490 296,737,571 290,772,143","(41, 7)","과 목,제185(당) 반기,제185(당) 반기.1,제184(전)기,제184(전)기.1,제183(전전)기,제183(전전)기.1
Ⅰ. 자산,,,,,,
1. 현금및현금성자산,5205509,,5328960,,6104029,
2. 당기손익-공정가치측정금융자산,4256954,,,,,
3. 당기손익인식금융자산,,,4133724,,4076872,
4. 기타포괄손익-공정가치측정금융자산,13854656,,,,,
5. 매도가능금융자산,-,,14186704,,18105862,
6. 상각후원가측정 유가증권,17568356,,,,,
7. 만기보유금융자산,,,16638727,,13792266,
"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,137,2,당기순이익 | 영업수익,(단위 : 억원) || (단위 : 억원) || (단위 : 억원) || (단위 : 억원),"구  분 2018년 6월&cr;(제6기 반기) 2017년&cr;(제5기) 2016년&cr; (제4기) 이용액 370,705 738,565 738,964 영업수익 9,447 17,670 15,515 당기순이익 676 1,012 1,094","(3, 4)","구 분,2018년 6월&cr;(제6기 반기),2017년&cr;(제5기),2016년&cr; (제4기)
이용액,370705,738565,738964
영업수익,9447,17670,15515
당기순이익,676,1012,1094
"
000030,반기보고서_(2018.06),20180814002502,2018-08-14,document,C:\code\portfolio_optimization\data\raw\dart\pit_source_audit\000030\반기보고서_(2018.06)\20180814_original_20180814002502_document.zip,20180814002502.xml,267,2,당기순이익 | 영업이익,(단위:백만원) || (주식회사 우리은행과 종속기업) || (주식회사 우리은행과 종속기업) (단위:백만원) || (주식회사 우리은행과 종속기업) (단위:백만원),"과     목 2018년 반기중 2017년 반기중 2017년 기중 2016년 기중 제185기 반기 제184기 반기 제184기 제183기 I. 영업이익 1,807,715 1,484,228 2,156,742 1,574,206 1. 순이자이익 2,764,474 2,550,320 5,220,650 5,019,544 2. 순수수료이익 602,655 537,700 1,070,466 937,131 3. 배당수익 49,704 59,445 124,992 184,510 4. 당기손익-공정가치측정 금융상품관련손익 117,023 - - - 5. 당기손익인식금융상품 관련손익 - (146,409) (104,827) 114,387 6. 기타포괄손익-공정가치측정 금융자산관련손익 1,287 - - - 7. 매도가능금융자산 관련손익 - 104,172 192,708 (1,035) 8. 상각후원가측정 금융자산 매매손익 30,886 - - - 9 . 신용손실에대한손상차손환입(전입) 28,438 (283,763) (785,133) (834,076) 10. 일반관리비 (1,567,338) (1,538,427) (3,530,801) (3,478,476) 11. 기타영업손익 (219,414) 201,190 (31,313) (367,779) II. 영업외손익 (6,183) (54,280) (207,236) (20,817) III. 법인세비용차감전순이익 1,801,532 1,429,948 1,949,506 1,553,389 IV. 법인세비용 (485,216) (320,933) (419,418) (275,856) V. 당기순이익 1,316,316 1,109,015 1,530,088 1,277,533 1. 지배기업지분이익 1,305,878 637,473 1,512,148 1,261,266 2. 비지배지분이익 10,438 5,258 17,940 16,267 VI. 기타포괄손익 7,823 (107,412) (276,796) 77,894 1.후속적으로 당기손익으로 재분류되지 않는 항목 (26,559) (9,677) 10,497 34,162 2.후속적으로 당기손익으로 재분류될 수 있는 항목 34,382 (97,735) (287,293) 43,732 VII. 총포괄이익 1,324,139 1,001,603 1,253,292 1,355,427 1. 지배기업지분 총포괄이익 1,315,322 995,742 1,249,057 1,332,614 2. 비지배지분 총포괄이익 8,817 5,861 4,235 22,813 VIII. 주당이익 1.  기본및희석주당이익(단위:원) 1,828 1,497 1,999 1,567","(26, 5)","과 목,2018년 반기중,2017년 반기중,2017년 기중,2016년 기중
과 목,제185기 반기,제184기 반기,제184기,제183기
I. 영업이익,1807715,1484228,2156742,1574206
1. 순이자이익,2764474,2550320,5220650,5019544
2. 순수수료이익,602655,537700,1070466,937131
3. 배당수익,49704,59445,124992,184510
4. 당기손익-공정가치측정 금융상품관련손익,117023,-,-,-
5. 당기손익인식금융상품 관련손익,-,""(146,409)"",""(104,827)"",114387
6. 기타포괄손익-공정가치측정 금융자산관련손익,1287,-,-,-
7. 매도가능금융자산 관련손익,-,104172,192708,""(1,035)""
"
